2.66104951959  101.517267442 
2.68824833703  149.521259164 
2.73909830007  249.515059005 
2.78285291944  345.496470338 
2.81951219512  437.465493164 
2.86090169993   565.39838973 
2.90229120473   709.30998137 
2.94486326681  865.208546771 
2.96851441242  957.145092574 
2.99571322986  1077.05321213 
3.05011086475    1320.864125 
3.09268292683  1508.72008054 
3.13525498891   1720.5440787 
3.17664449372  1948.34381947 
3.21093865484  2148.16312913 
3.23340724316  2292.02748147 
3.25587583149  2415.91846496 
3.27597930525  2563.77158615 
3.30199556541    2739.602186 
3.32564671101   2907.4375334 
3.33628972653  2999.34160218 
