2.58	0.01
2.66	0.05
2.73	0.1
2.79	0.16
2.87	0.23
2.92	0.29
3.01	0.4
3.05	0.47
3.08	0.51
3.11	0.56
3.15	0.62
3.23	0.76
3.28	0.85
3.32	0.94
3.36	1.02
3.41	1.11
3.46	1.22
3.51	1.35
3.56	1.47
3.61	1.62
3.68	1.8
3.77	2.04
3.82	2.18
3.88	2.36
3.96	2.7
4.01	2.85
4.04	2.98
